Event, mu_E, mu_Px, mu_Py, mu_Pz, B1_E, B1_Px, B1_Py, B1_Pz, B2_E, B2_Px, B2_Py, B2_Pz, J1_E, J1_Px, J1_Py, J1_Pz, J2_E, J2_Px, J2_Py, J2_Pz, J3_E, J3_Px, J3_Py, J3_Pz
6061, 89274.6, 35602, 31843.8, 75421.5, 117022, -60661.4, 26066, 96317, 59122.6, 48677.8, -23474.8, -22225.4, 113028, 78456.3, -19053.2, 78217.1, 74780.2, -70137.5, -20258.6, -11267.6, 44937.2, -40706.2, 12234.8, -13071.9
6065, 177450, -21829.1, -41083.1, -171243, 79997.1, -68000.9, -5078.04, -40996.4, 65061.2, 32065.3, 29450.1, 48058.2, 405301, 94654.2, -22909.2, -393293, 180451, 61564.1, 49496.4, 161793, 84662, -69292, -31646.6, 34798.3
6076, 146494, -8906.51, 36929.7, 141483, 88838.3, -73768.7, 8803.8, 46665.5, 87720.5, 1758.48, -37156.2, 79231.4, 114340, 79534.4, -22107, 78775.9, 151824, 42119.5, 61479.8, 132000, 35742.1, -1592.18, -29570.9, 19228.4
6081, 93823.1, 6573, 43830.9, -82694.6, 227684, -10204.7, -170901, -149593, 92555, -33009, 46430.1, -72607.4, 174849, -48635.4, -48622.6, -160399, 52172.8, -9850.31, 31420.1, 40255.9, 52589, -8338.12, -26575.4, -44461.3
6098, 28289.2, 28255.8, 903.121, 1030.74, 124543, 6787.14, 105224, 64833.5, 187347, -25475.4, -45604.8, 179607, 114947, 6540.05, -39263.4, -107480, 40374.3, 30897.1, 24415.4, -3997.1, 46108.9, 24274.2, 30605.4, 23774.3
6100, 81738, -34057.7, 66643.2, -32861, 162022, -58357.2, -27513.8, 148393, 97671, 27333.5, 42240.6, -83514.1, 137493, 66651.2, -45923.5, 110715, 80466.2, 5668.61, -67753, 42250.2, 28693.7, 10041.8, 26096.8, -2922.81
6111, 62524.9, -332.153, -34587.1, 52086.2, 99911.8, 46494.3, 84655.8, 23498.2, 52123.3, -43746.9, 16053.2, 21750.4, 160449, -28184.9, -53384.8, -148410, 84345.9, 44050.8, 5982.68, -71243.5, 33376.5, -432.426, -32476.4, -5484.78
6153, 39794.7, 11638.7, 36946.2, -9117.09, 125944, 92055.2, -37443.3, -75437.4, 106524, -2536.56, -46070.6, 95725.8, 111564, 195.896, 89902.4, 64487, 86914.6, -18394, -34550.2, -77395.7, 59102.1, -28572.6, -1471.48, 51626
6159, 59812.9, 5029.74, -30600.2, -51145.9, 154330, -69250.6, 109039, -82659, 114794, 40139.7, -105613, 17733.4, 57221.6, 20244.8, 52909.6, 3238.8, 75690.5, 37351.9, -20634.7, -62305, 31414.2, -13038.7, -27615.3, 1249.74
6160, 90651.8, 61401, -52415.5, -41234.4, 184801, -3433.72, -175187, 56393.6, 93465.8, -76503.8, -17692.7, 50106.9, 85989.2, -24485.7, 80591.6, 14355.5, 353838, 26377.6, 68277.4, 346087, 95056.4, 24624.8, 40256.6, 82264.2
6175, 82327.4, 64647, -36947, 35120.7, 92249.3, -48460.9, -48699.5, -59639, 75718, 5788.3, 60750, -43599, 49953.1, -42669.7, -3057.97, -25143.5, 40139.2, 29319.4, -9333.28, -24486.1, 122871, -28860.4, -9063.09, -118799
6179, 36022.6, -34807.4, 7959.65, 4764.92, 80900, -26273.5, 71937.4, -23537.9, 196716, -55576.9, -128.566, -188377, 145337, 47307.7, -55682.1, -125086, 42566.3, -27974.1, -29181.7, -11163.8, 45187.9, 38335.3, 11623.9, -19611.3
6205, 46578.3, -7547.91, -26719.1, -37398.5, 245806, 129639, 51225.1, 201738, 85751.5, -58479.4, -6233.33, -62026.9, 160720, 15560.3, 74379, 141339, 82441.8, 33282.8, 50637, 55656.2, 50409.9, -24741.8, -41960.5, 4396.17
6226, 54834.4, 18924, 43717.9, -27155.6, 164377, -68961, -1470.62, -148955, 69794.3, -39712.8, 24949.3, -50382.4, 135994, 63372.2, -117859, 20391.6, 38442.9, 35764.3, 12817.6, -3045.19, 36510.3, 26336.6, 16504.6, -18579.7
6230, 243964, 28171.9, 160331, -181711, 116516, -68510.2, 79468.3, -49532.4, 193796, -11896.3, -32649, 190585, 411378, 131342, -119813, 370774, 349255, -43972.6, -90612.7, 334075, 27425.8, 1113.76, 26061.7, -6057.87
6259, 68430, -30014.6, -54633.2, -28231, 59032.8, 52590.3, -1717.75, 25619.9, 59261.5, 19901.2, 46734.8, -29424.1, 754217, -112684, -50767, 743918, 117028, 29273.5, -26895, 109875, 142833, 3567.17, 25235.1, 140500
6267, 58086.9, -2149.93, 41688.1, -40392.6, 221502, 98518.4, 116575, -159789, 183407, 11679.9, -39869.2, -178518, 226239, -74685.7, -213029, 6403.25, 572707, -2022.39, 95984.6, -564548, 54280.9, -9639.41, -42239.3, 32102.9
6304, 37451.9, -6661.1, 31816.3, -18600.7, 193107, 17528.7, -67694.1, 179831, 53258.7, 30674.6, -42315.4, 4627.01, 163026, 87384.2, 14959.4, 136200, 127046, -28549.4, 67262.9, 103420, 51050, -6023.54, -28019.8, 42084.5
6324, 101814, -12907.9, 55411, 84434, 45876.7, 42421.6, -13736.4, -7436.93, 144674, 11600.6, -31229.7, 140638, 460801, -308282, 45233.6, 338250, 443445, 279931, -134320, -315259, 71768.8, 15480.3, -39605.8, -57697.6
6353, 306651, -131443, 58924.4, 270713, 279879, -28999.3, 50880.1, 273364, 125815, -33224.1, -43587.1, 113016, 142408, 104237, -88997.5, 32313.1, 173204, 85985.1, 63356.7, 135506, 192989, 48168, 6571.94, 186496
6362, 41754.3, -39205.2, -12889.5, 6342.38, 164551, 83809.3, -110100, 88014, 79289.8, 68032.4, 37508.6, -11307.7, 410028, -99020, 75964.2, -390477, 108597, -55299.5, 89803.6, -22705.5, 35319.5, 29328.9, 5920.19, -18219.4
6380, 46921.7, -23824.2, -39234.7, -9730.37, 157607, -78806.6, 108275, -82774.2, 130077, 56798, -66294.5, 95977.8, 58972, -34313.9, 9230.2, 46915.6, 28378.2, 12497.7, 24523.6, -4320.87, 96403.7, 24737.1, -10902.2, 92436.8
6382, 513812, -200208, -26648.3, -472450, 504093, 165254, 101432, -464829, 353269, -73511.9, -32588.9, -343907, 269839, 168876, 90365.3, -188565, 199968, 130374, -116120, 96598, 43097.4, -19881.6, 29015, 23854.1
6388, 36538.8, -34582.3, 3407.14, 11292.6, 184262, 23571.5, 78600.9, 164719, 233323, -72789, -18565, -220741, 59859.9, 28577.2, 47492, -21969.4, 56129.9, 39515.6, -38553.9, 310.866, 148768, 21748.2, -47664.8, -139143
6391, 32329.2, -27502, -7358.03, -15318.8, 132231, -89706.8, 34931.5, -90167.2, 100885, 60221.1, -46046.8, 66082.9, 57501.2, 24916.5, 33284, 39438.9, 148296, -40004.8, 10911.9, 142299, 38487.6, 35261, -8031.3, 11970.5
6454, 73422.2, 67075.5, 15932.9, 25255.3, 226310, 146995, 170277, 24202.2, 298470, -110111, -70133.1, 268123, 93860.1, -18510.3, -54693.4, 73382.4, 84420, 18419.8, -33501.2, 74553.6, 124565, -35074.9, -5837.96, 119300
6466, 401410, -11086.2, 80638.2, 393070, 665903, -100496, 197344, 627915, 107000, -22225.2, -76227.5, 71233.6, 236978, 66452.3, -224399, 19927.5, 56748.9, 39163.8, -34151.5, -20316, 72955.2, -280.659, 45747.2, 55636.9
6477, 123944, -23101.8, 30788.6, -117815, 127881, -65837.8, 99084, -41828, 212009, 189.566, -69296.4, -200263, 115298, 57583.3, -80646.2, -57863, 55266.1, 30920.7, -1704.29, -45310.8, 38922, 22407.3, -12064.5, -29302.2
6500, 126025, 78408.2, -52401.2, 83597, 55412.3, -16517.6, -51899.5, 5369.96, 55218.5, -9001.45, 30677.9, 44609.3, 84193.2, -60485.4, 19359.9, 54089, 68730.1, -45476.5, 42660.4, -26820.2, 89483.5, 31982.8, -26125.6, 79010.5
6583, 59438.9, -40544.6, -3789.63, -43298.3, 108614, -10184.6, -74049.3, -78293.7, 40766.5, 19647.1, -29646.8, -19306.1, 120792, -39261.9, 64369.6, -94060, 54202.4, 44171.5, 5319.71, -29942.7, 35270.6, 4866.95, 29195.8, -17997.8
6584, 68232.5, 6250.1, -56522.5, 37706.7, 88868.7, -325.446, -83394.3, -27004.5, 58819.1, 18603.8, 49889.7, 22652, 349347, 9538.82, 77979.4, -340139, 77962.3, -77464.9, -2583.02, -360.271, 125830, 6805.78, -33350.4, -120887
6604, 43218.9, 34492.7, -25156.8, 6726.5, 151618, 78273.7, -14714.1, -128552, 31837.8, -12028.6, -29102.4, -352.093, 102946, -68213.1, 60751.8, 46929.1, 111282, -23134.2, 16762.5, -107339, 62774.6, -8356.32, 25015, 56867.1
6641, 86885.3, -7557.55, -31239.9, -80721.8, 114024, 26492.5, -101532, -43498.7, 84445.7, -60726.4, 46638, 34094.9, 203322, -39119.7, 96816.7, 174307, 110715, -70199.4, 21337.4, 82835, 99877.4, 29600.9, 55901.9, 77154.9
6643, 81871.7, -50161.3, 36092.5, -53704.2, 143207, -9970.38, -51231.3, 133141, 58707.7, -1300.46, 48374.9, -32858.1, 58096.9, 42340.8, -11990.1, 37321.2, 40305, 33951.5, -18561.4, 9399.27, 82555.9, 35932.6, -4996.97, 73852.6
6654, 52854.1, -20063, 48058.8, -9020.45, 248153, 60135.3, -51598.8, -234889, 183606, -40178.9, -3437.84, -178967, 93941.5, -37874.8, -11810.5, -84984, 173295, -26140.2, -24105.8, -169510, 25931.8, 14757.5, 20779, -2465.46
